33,8571,3.48333
33,8679,3.31944
33,8856,3.5625
33,8896,4.94306
33,9419,4.3875
33,9943,4.77778
33,10357,4.77778
33,10690,3.5875
33,11219,4.06944
34,412,3.50417
34,529,4.85972
34,659,4.65972
34,1168,3.28333
34,1219,4.32639
34,1963,3.50139
34,3002,3.70417
34,3094,4.75
34,3131,4.59028
34,4781,4.75
34,4949,4.15
34,5472,4.05278
34,7066,3.86111
34,10513,4.48611
35,1243,4.35556
35,1349,3.86111
35,1698,4.625
35,1758,4.09583
35,2557,5.4375
35,2696,4.15
35,3426,3.98194
35,4687,4.55
35,6024,5.25
35,7619,4.4375
35,7689,4.17361
35,7813,3.92083
35,9655,5.15
35,10824,4.45
36,67,4.25
36,1373,4.75
36,1516,4.15
36,1695,4.55
36,1808,4.55
36,2789,4.35
36,3746,5.05
36,3986,4.55
36,4346,5.05
36,7312,5.15
36,7579,4.25
36,9415,4.45
36,9597,4.75
36,10369,4.45
37,224,4.75
37,448,4.45
37,1345,4.67917
37,1676,4.75
37,2489,4.35
37,2522,4.75
37,2561,4.75
37,4242,4.75
37,5198,4.75
37,8064,4.90972
37,8846,4.75
37,9494,4.15
37,10082,4.25
37,11167,4.95
38,2377,4.45
38,2537,5.25
38,3219,4.75
38,3555,4.50972
38,3830,4.95
38,3923,4.55
38,4186,4.25
38,4213,4.75
38,4240,4.45
38,5456,4.75
38,5504,4.25
38,7393,4.35
38,10025,4.15
38,10484,4.15
39,1114,4.15
39,1396,4.45
39,2859,4.45
39,3231,4.55
39,3240,4.25
39,3490,4.45
39,6186,5.05
39,6405,4.55
39,7153,5.25
39,8482,4.95
39,8936,4.45
39,9553,4.25
39,9779,4.55
39,9913,4.75
40,30,4.45
40,347,4.35
40,444,4.75
40,935,4.55
40,1049,4.09583
40,1319,4.15
40,1449,5.04306
40,1486,4.53472
40,1513,4.45
40,2451,5.25
40,3731,3.99306
40,4150,4.40833
40,4572,4.75
40,5329,4.35
40,5900,4.1875
40,6076,4.75
40,6539,5.05
40,6639,5.25
40,7603,4.45
40,7793,4.75
40,8473,5.25
40,8623,3.17083
40,8831,4.95
40,9148,4.35
40,9292,5.15
40,9325,5.15
40,10765,3.59722
40,11072,4.75
41,534,2.69028
41,2121,3.87917
41,2985,3.70139
41,3186,3.10694
41,3975,2.95139
41,4243,2.79028
41,5359,4.50139
41,5790,3.09028
41,6188,2.3125
41,6957,3.44583
41,8627,3.34583
41,9086,3.97639
41,9480,2.49028
41,10599,3.38472
42,1031,2.86806
42,1565,3.55
42,1945,3.66806
42,3021,3.16806
42,3807,5.05
42,3865,4.45
42,4260,3.06806
42,4551,3.36806
42,5469,3.14583
42,9164,3.16806
42,9366,2.92917
42,9440,3.92361
42,10160,3.70139
42,11200,3.92361
43,1,4.75
43,562,5.10139
43,625,4.70139
43,694,4.47917
43,1023,4.54028
43,1300,4.75
43,1571,4.95
43,1718,4.75
43,2983,4.70139
43,3074,4.35
43,3542,4.75
43,3920,5.10139
43,4272,4.375
43,4462,4.35
43,4605,4.75
43,5295,4.95
43,5296,4.75
43,6500,5.25
43,6510,5.25
43,7142,4.95
43,7361,4.75
43,7491,4.95
43,8997,4.70139
43,9128,4.35
43,9353,4.35
43,9422,5.15
43,9782,4.10139
43,10722,4.75
44,183,4.45
44,1249,4.55
44,1793,4.15
44,1904,5.15
44,3009,5.15
44,4780,5.25
44,5665,5.05
44,6389,4.45
44,6474,4.45
44,6972,4.75
44,8159,4.35
44,10236,4.15
44,10602,4.35
44,11175,4.95
45,255,4.15
45,1139,4.25
45,2569,4.95
45,3539,5.15
45,3847,4.79306
45,4096,4.25
45,4838,4.75
45,5581,4.18472
45,6439,4.75
45,6952,4.75
45,7059,4.25
45,7064,5.25
45,7141,4.15
45,10437,4.25
46,415,4.75
46,1211,4.35
46,1618,4.35
46,1687,4.35
46,1741,4.55
46,2007,4.75
46,2185,4.45
46,2494,4.45
46,3560,4.55
46,3801,4.35
46,4228,5.05
46,4653,4.75
46,4699,4.35
46,4783,4.75
46,4789,4.15
46,4790,4.35
46,5077,4.75
46,5453,4.25
46,5648,4.35
46,6380,4.75
46,7235,4.45
46,7268,4.25
46,8729,4.75
46,9443,4.56528
46,9564,4.75
46,9909,4.35
46,11153,4.24861
46,11170,4.75
